Input Sentence,expected,Top-k Predicted Tokens,Associated Probabilities,Target Token Probability
Her hair was _ coal.,black,"['like', 'a', 'black', 'pure', 'burning']","[0.8169143199920654, 0.08492567390203476, 0.016544226557016373, 0.01132970955222845, 0.004044589586555958]",0.016544226557016373
The wooden table is a _ elephant. It needs four men to lift it up.,heavy,"['huge', 'giant', 'large', 'small', 'wooden']","[0.10981123149394989, 0.09817053377628326, 0.06081715598702431, 0.05567723140120506, 0.040784161537885666]",0.001896994
I did not get enough sleep last night. I am a _ koala.,sleepy,"['fucking', 'little', 'damn', 'tired', 'sleeping']","[0.03986858204007149, 0.037293460220098495, 0.030886629596352577, 0.03078516013920307, 0.024875329807400703]",0.003707723
"Anusha is a _ peacock, who always looking into the mirror.",proud,"['beautiful', 'white', 'female', 'golden', 'small']","[0.1911621242761612, 0.11123612523078918, 0.05430850759148598, 0.03697487339377403, 0.0329599492251873]",0.000287892
The clock struck midnight and the sky was _ ink.,black,"['like', 'black', 'red', 'pouring', 'leaking']","[0.40888166427612305, 0.12514254450798035, 0.02781020849943161, 0.025370044633746147, 0.023488573729991913]",0.12514254450798035
My teahcer is a _ clown.,funny,"['circus', 'real', 'silly', 'clown', 'good']","[0.051172010600566864, 0.050287771970033646, 0.03262125328183174, 0.018087677657604218, 0.01733214780688286]",0.009547926
The lake is _ glass right now.,clear,"['all', 'like', 'just', 'looking', 'only']","[0.4266112148761749, 0.2665233314037323, 0.03872626647353172, 0.028797727078199387, 0.020183594897389412]",0.00405337
The woodcutter's eyes were _ moon when he saw the hidden treasure in the cave.,bright,"['full', 'the', 'half', 'like', 'to']","[0.7267902493476868, 0.1369083970785141, 0.03444705531001091, 0.02526175230741501, 0.00798362959176302]",0.002967372
They boy was a _ rocket as he sped by on his bicycle.,fast,"['young', 'little', 'teenage', 'giant', 'real']","[0.06847269833087921, 0.054999399930238724, 0.027633987367153168, 0.02235008403658867, 0.022097071632742882]",0.000868527
The streetlights were _ stars.,bright,"['like', 'the', 'bright', 'throwing', 'shooting']","[0.5236320495605469, 0.03857080638408661, 0.02928096614778042, 0.0226944237947464, 0.020314758643507957]",0.029280966
Her temper was an _ bomb.,explosive,"['instant', 'atomic', 'absolute', 'electrical', 'atom']","[0.24003764986991882, 0.16554440557956696, 0.05267278105020523, 0.0418316014111042, 0.039080798625946045]",0.003383726
Jan was an _ quickly diving into the water. ,effortless,"['instant', 'idiot', 'infant', 'angel', 'anchor']","[0.17387618124485016, 0.07935928553342819, 0.04649683088064194, 0.04376145452260971, 0.028082003816962242]",1.9853096091537736e-05
The girl was a _ lamb.,gentle,"['little', 'wild', 'good', 'damn', 'young']","[0.11044223606586456, 0.034253187477588654, 0.034112151712179184, 0.03334581479430199, 0.031504999846220016]",0.005165282
We should ask Lina for her advice as she is a _ owl.,wise,"['night', 'wise', 'small', 'little', 'blind']","[0.05765882506966591, 0.045896753668785095, 0.04477160423994064, 0.03857812657952309, 0.03750564530491829]",0.045896753668785095
The room is a _ furnace. Quickly switch on the fan!,hot,"['blast', 'hot', 'huge', 'fiery', 'massive']","[0.4570995271205902, 0.08233045786619186, 0.039501532912254333, 0.020982729271054268, 0.016050659120082855]",0.082330458
Ellana's hair is the _ sky at midnight.,dark,"['blue', 'night', 'black', 'gray', 'grey']","[0.5015106201171875, 0.1749168336391449, 0.03973771259188652, 0.03516663983464241, 0.025916999205946922]",0.016208454966545105
Max's personality is a box of _ crayons.,colorful,"['colored', 'coloured', 'colorful', 'paper', 'yellow']","[0.2595338225364685, 0.04141135513782501, 0.026276960968971252, 0.025491612032055855, 0.021193373948335648]",0.026276960968971252
Ted was a _ mouse in a room full of cats.,nervous,"['little', 'lone', 'dead', 'lonely', 'tiny']","[0.09561467915773392, 0.0951543003320694, 0.048681192100048065, 0.022977272048592567, 0.021387331187725067]",0.004666218
My sister is a _ schoolgirl when she meets strangers .,shy,"['shy', 'good', 'little', 'frightened', 'scared']","[0.05501113086938858, 0.04504330828785896, 0.031333696097135544, 0.030916566029191017, 0.0287981778383255]",0.055011131
My mom can be a _ volcano when I don't do my chores on time.,fiery,"['freaking', 'raging', 'jealous', 'living', 'dormant']","[0.06403505802154541, 0.0583387054502964, 0.030225282534956932, 0.023243319243192673, 0.021272744983434677]",0.018877338618040085
The road is a _ arrow.,straight,"['straight', 'single', 'red', 'broken', 'long']","[0.48559701442718506, 0.09426897764205933, 0.038079649209976196, 0.02991546504199505, 0.021565351635217667]",0.48559701442718506
The kids were _ race cars on the sleds speeding down the snowy hill.,fast,"['in', 'riding', 'pushing', 'on', 'racing']","[0.44823911786079407, 0.09643477946519852, 0.0787113755941391, 0.049606580287218094, 0.034535691142082214]",4.2042596760438755e-05
Imraan was a _ bee running around.,busy,"['little', 'busy', 'tiny', 'small', 'queen']","[0.19248463213443756, 0.0564797967672348, 0.055323656648397446, 0.05403461307287216, 0.044063445180654526]",0.056479797
"When school finished, I was a _ bird.",free,"['little', 'big', 'lucky', 'happy', 'small']","[0.3581056296825409, 0.04376199468970299, 0.02348446659743786, 0.021706050261855125, 0.020726047456264496]",0.003851436
Croaking frogs werea a _ marching band.,large,"['good', 'college', 'regular', 'school', 'professional']","[0.066286601126194, 0.036425501108169556, 0.035846345126628876, 0.030563687905669212, 0.029627041891217232]",0.003977464
"You can't break that chair, it's a _ brick.",hard,"['big', 'solid', 'giant', 'huge', 'hot']","[0.1441541314125061, 0.08739247173070908, 0.04848802462220192, 0.03649959713220596, 0.03383563831448555]",0.010760452598333359
The sun is not shining today. The sky is _ midnight.,dark,"['approaching', 'at', 'almost', 'nearing', 'near']","[0.16305257380008698, 0.14279185235500336, 0.1257854700088501, 0.0867978110909462, 0.06590709835290909]",9.413711813976988e-05
Your face is a _ fire engine.,red,"['miniature', 'real', 'red', 'raging', 'damn']","[0.10671386867761612, 0.07398087531328201, 0.03592987358570099, 0.026140598580241203, 0.018960924819111824]",0.035929874
My 80-years-old grandpa's hair has all fallen out. He is a _ egg.,bald,"['rotten', 'nest', 'scrambled', 'golden', 'broken']","[0.5072451233863831, 0.09775946289300919, 0.03867418318986893, 0.0385725200176239, 0.026049742475152016]",0.002061793
This waiting room is a _ freezer box!,cold,"['!', 'big', 'new', 'giant', 'complete']","[0.04112415760755539, 0.019557815045118332, 0.018377449363470078, 0.015268675982952118, 0.014919771812856197]",0.001212843
"When the teacher saw the kids begin to have a glitter fight, she was a _ cheetah leaping across the room. ",fast,"['huge', 'giant', 'little', 'wild', 'tiny']","[0.12495829164981842, 0.10600461810827255, 0.06684257090091705, 0.04802786186337471, 0.03670020028948784]",0.000503047
The thunder was _ fireworks.,loud,"['like', 'all', 'just', 'not', 'only']","[0.9258022308349609, 0.013439866714179516, 0.011101258918642998, 0.010447222739458084, 0.003658400382846594]",5.7894289057003334e-05
The rose petals were _ silk.,delicate,"['like', 'white', 'pink', 'red', 'black']","[0.22781139612197876, 0.14833474159240723, 0.06135180592536926, 0.04241058975458145, 0.037369027733802795]",0.015542307868599892
Encik Jamal has been driving all day and he doesn't stop for lunch. He is now a _ hunter.,hungry,"['bounty', 'treasure', 'fortune', 'vampire', 'deer']","[0.4968668520450592, 0.08681339025497437, 0.04414438083767891, 0.03893892839550972, 0.035650745034217834]",0.000532273
Leighton was a _ princess in her costume.,pretty,"['little', 'fairy', 'beautiful', 'white', 'royal']","[0.057531386613845825, 0.045192744582891464, 0.037862468510866165, 0.037835743278265, 0.03583044558763504]",0.007438819
The ocean's waves were _ roaring lions.,loud,"['like', 'of', 'not', 'two', 'all']","[0.9966431856155396, 0.00023295976279769093, 0.00010056732571683824, 0.00010056598694063723, 9.282800601795316e-05]",2.10037910619576e-06
Bill's mood is _ vinegar.,sour,"['like', 'pure', 'a', 'all', 'turning']","[0.3862263262271881, 0.22613342106342316, 0.044209711253643036, 0.03216909244656563, 0.017492901533842087]",0.001414848
That man is a _ giant. He is selected for the basketball team.,tall,"['real', 'young', 'physical', 'true', 'big']","[0.28853750228881836, 0.04363588988780975, 0.030046116560697556, 0.02726348489522934, 0.01431109569966793]",0.007718803
The performer on the stage is an _ monkey.,agile,"['orange', 'enormous', 'animated', 'actual', 'invisible']","[0.1565520018339157, 0.09892772138118744, 0.08166726678609848, 0.05143234506249428, 0.04450779780745506]",0.000506169
The cake was a _ snowflake.,light,"['perfect', 'chocolate', 'real', 'giant', 'white']","[0.19446906447410583, 0.047856997698545456, 0.04668383672833443, 0.0361657552421093, 0.035948533564805984]",0.002175982
The lettuce was a _ early fall morning.,crisp,"['beautiful', 'bright', 'lovely', 'nice', 'pleasant']","[0.17890319228172302, 0.11350184679031372, 0.07845012098550797, 0.07357600331306458, 0.03759869560599327]",0.035151914
Adam is just recovered from his illness. He is a _ sheet.,pale,"['clean', 'white', 'hot', 'cheat', 'plastic']","[0.13311094045639038, 0.09288105368614197, 0.02740015834569931, 0.016984272748231888, 0.01288879569619894]",0.000520039
Those palace guards barely moved. They are _ statues.,still,"['like', 'just', 'mere', 'still', 'only']","[0.441994309425354, 0.08764863759279251, 0.0563911497592926, 0.051214102655649185, 0.027392642572522163]",0.051214102655649185
The fishmonger was an _ bull when he realised that his neighbour's cat was stealing his fish every day.,angry,"['angry', 'enraged', 'old', 'angered', 'injured']","[0.5207746624946594, 0.17766740918159485, 0.08423911035060883, 0.02015508897602558, 0.014865102246403694]",0.5207746624946594
The desert sand was the _ setting sun.,orange,"['only', 'first', 'perfect', 'bright', 'newly']","[0.4210934638977051, 0.07446341961622238, 0.05159209668636322, 0.031231127679347992, 0.013629673980176449]",0.007873651
The computers at school are _ dinosaurs.,old,"['actually', 'called', 'not', 'like', 'all']","[0.1385476291179657, 0.11463595926761627, 0.07494211196899414, 0.07465606927871704, 0.06576325744390488]",0.002690371
The street was a _ stove.,hot,"['gas', 'big', 'wood', 'huge', 'small']","[0.10148245841264725, 0.06939373910427094, 0.047854382544755936, 0.04563691094517708, 0.03191592916846275]",0.027538646012544632
The bus is a _ tortoise. We may not be there on time.,slow,"['giant', 'dead', 'real', 'huge', 'damned']","[0.12220806628465652, 0.07213570177555084, 0.03999681398272514, 0.03874838724732399, 0.022850453853607178]",0.001817071
The road was a _ ice rink.,slippery,"['large', 'small', 'huge', 'big', 'makeshift']","[0.20563027262687683, 0.20519067347049713, 0.03498660773038864, 0.029047271236777306, 0.028164522722363472]",0.00020708
Anita was a _ baby because no one is willing to help her in the science project.,helpless,"['difficult', 'poor', 'spoiled', 'tough', 'scared']","[0.13898347318172455, 0.09694406390190125, 0.05787734314799309, 0.027924468740820885, 0.027863817289471626]",0.02709125
My room is a _ pigsty.,filthy,"['small', 'filthy', 'little', 'tiny', 'big']","[0.05212954431772232, 0.03864087164402008, 0.038252346217632294, 0.03794258087873459, 0.03388328477740288]",0.038640872
The beef was _ leather. I could not chew it.,tough,"['like', 'raw', 'black', 'pure', 'old']","[0.2825128138065338, 0.04638472944498062, 0.03576161712408066, 0.03128278627991676, 0.028733443468809128]",0.003024188
The children were _ falling snow.,quiet,"['in', 'watching', 'under', 'seeing', 'like']","[0.19298362731933594, 0.11066296696662903, 0.04817875474691391, 0.03466120362281799, 0.0330025739967823]",0.000173589
Our classroom is a _ zoo today.,chaotic,"['real', 'small', 'freaking', 'miniature', 'virtual']","[0.14280810952186584, 0.054847124963998795, 0.04839286208152771, 0.032803118228912354, 0.02872060425579548]",4.595657446770929e-05
The books were _ whale.,heavy,"['about', 'on', 'from', 'the', 'for']","[0.7654260396957397, 0.06348422169685364, 0.024116743355989456, 0.013652775436639786, 0.013345842249691486]",1.2194172086310573e-05
The champion for the 100-meter race is a _ deer.,fast,"['red', 'white', 'roe', 'black', 'silver']","[0.3241812288761139, 0.10876558721065521, 0.10571934282779694, 0.05892961844801903, 0.0469401478767395]",3.308775546884135e-07
She is an _ angel.,innocent,"['evil', 'angel', 'earth', 'guardian', 'immortal']","[0.21598964929580688, 0.15761592984199524, 0.05088663846254349, 0.03875240683555603, 0.031387414783239365]",0.004186132
Adib was a _ toad as he never lifted a finger to help with chores at home or at school.,lazy,"['total', 'complete', 'virtual', 'real', 'walking']","[0.15755434334278107, 0.1110868901014328, 0.0455959253013134, 0.04192548990249634, 0.03743728622794151]",0.003042389
Dad's snoring was a _ train.,loud,"['freight', 'runaway', 'slow', 'train', 'live']","[0.7783049941062927, 0.03861384093761444, 0.013456588611006737, 0.009741391986608505, 0.008670306764543056]",3.039833427465055e-05
The prefect is a _ lion.,bold,"['golden', 'white', 'black', 'red', 'male']","[0.13512180745601654, 0.11904425919055939, 0.09545599669218063, 0.07575418800115585, 0.054630447179079056]",0.000146661
The beggar does not have a place to stay or food to eat. He is a _ church mouse.,poor,"['common', 'typical', 'poor', 'wandering', 'small']","[0.06285446137189865, 0.038802362978458405, 0.036647334694862366, 0.03646062687039375, 0.026858391240239143]",0.036647334694862366
The boys are _ puppies.,playful,"['all', 'just', 'only', 'still', 'like']","[0.08062297850847244, 0.07660825550556183, 0.06863918900489807, 0.05123281478881836, 0.043890196830034256]",0.001604446
The boy was a _ dog that lost its bone.,sad,"['small', 'little', 'poor', 'stray', 'big']","[0.14990757405757904, 0.06439658254384995, 0.041650865226984024, 0.03896954283118248, 0.03686713054776192]",0.000543317
The bed was a _ cotton ball.,soft,"['white', 'big', 'black', 'large', 'soft']","[0.12180658429861069, 0.08196062594652176, 0.04757620766758919, 0.041093554347753525, 0.029456201940774918]",0.029456201940774918
Betty is a _ wind so she will win the race.,swift,"['strong', 'good', 'great', 'powerful', 'hot']","[0.30769675970077515, 0.05079950764775276, 0.024844495579600334, 0.021373525261878967, 0.017941683530807495]",0.001533732
She ate so much that she became a _ pig.,fat,"['guinea', 'fat', 'wild', 'giant', 'stuffed']","[0.6448309421539307, 0.023032041266560555, 0.017952054738998413, 0.013453369960188866, 0.01105687115341425]",0.023032041266560555
Her face is the _ sunlight.,bright,"['only', 'bright', 'perfect', 'morning', 'golden']","[0.2772464156150818, 0.11279691010713577, 0.061731498688459396, 0.02947579324245453, 0.023501114919781685]",0.11279691010713577
The partygoers couldn't believe how adorable the twins were. They were _ kittens!,cute,"['like', 'adorable', 'little', 'perfect', 'happy']","[0.14856699109077454, 0.09651078283786774, 0.05900806933641434, 0.054242733865976334, 0.037471771240234375]",0.011728168465197086
The dog was a _ train moving to catch the ball that his owner threw.,fast,"['freight', 'steam', 'train', 'runaway', 'toy']","[0.4705558121204376, 0.044477567076683044, 0.04187946766614914, 0.039995450526475906, 0.027614720165729523]",0.005333662
The dinner was _ dust.,dry,"['just', 'like', 'in', 'only', 'gathering']","[0.37771961092948914, 0.08548760414123535, 0.08475551009178162, 0.031970489770174026, 0.023011771962046623]",0.000469699
The candy bars were _ mush in Clay's hand.,soft,"['like', 'just', 'still', 'all', 'cold']","[0.6348199248313904, 0.05031491070985794, 0.03419484198093414, 0.014353868551552296, 0.012295687571167946]",0.001120404
Richard is a _ turtle walking to class.,slow,"['talking', 'green', 'blue', 'shy', 'pet']","[0.16610687971115112, 0.06678968667984009, 0.029769906774163246, 0.029740823432803154, 0.027035782113671303]",0.00029726
The flowers were _ thoughts of budding love.,soft,"['her', 'my', 'the', 'his', 'like']","[0.1082812026143074, 0.08789253234863281, 0.08537086844444275, 0.05577140673995018, 0.02687862515449524]",0.005419637
Little John was a _ lamb when he was introduced to his new class in kindergarten.,modest,"['little', 'young', 'small', 'baby', 'big']","[0.5492233037948608, 0.06972555816173553, 0.022942911833524704, 0.01564718410372734, 0.00988142378628254]",7.732115045655519e-05
My client is an _ newborn lamb!,innocent,"['entire', 'early', 'amazing', 'original', 'australian']","[0.045014798641204834, 0.024325523525476456, 0.01990659162402153, 0.014616570435464382, 0.01365291140973568]",0.000936636
The snow was a _ cloud.,white,"['dark', 'thick', 'white', 'gray', 'huge']","[0.11508723348379135, 0.09451013058423996, 0.05786623805761337, 0.05608299374580383, 0.04034224525094032]",0.057866238
I was a _ dog with two tails when receiving a gold medal from the headmaster.,happy,"['big', 'small', 'white', 'little', 'brown']","[0.07003510743379593, 0.05930105969309807, 0.03577115014195442, 0.03270864114165306, 0.02884390763938427]",0.003242671
Her eyes were _ diamonds.,bright,"['like', 'sparkling', 'pure', 'glittering', 'all']","[0.6883128881454468, 0.04139924794435501, 0.02055465430021286, 0.016130225732922554, 0.012337363325059414]",0.008903128
I am a _ pig in mud.,happy,"['guinea', 'dead', 'filthy', 'wet', 'fat']","[0.10373637825250626, 0.07153664529323578, 0.05122671648859978, 0.03774091973900795, 0.03290470317006111]",0.002961713
The house of cards is a _ oak.,sturdy,"['large', 'white', 'royal', 'red', 'black']","[0.12282263487577438, 0.08425889164209366, 0.07139027863740921, 0.07124418020248413, 0.0556558333337307]",0.001252134
The teacher is _ butter and naughty pupils are taking advantages of the situation. They do not pay attention in class.,soft,"['eating', 'spreading', 'making', 'all', 'peanut']","[0.12964409589767456, 0.046454861760139465, 0.03739765286445618, 0.03680676221847534, 0.03389599919319153]",0.002098837
My best friend is a _ mule. He just doesn't listen to any advice given.,stubborn,"['stubborn', 'walking', 'pack', 'damn', 'running']","[0.18996499478816986, 0.06278513371944427, 0.05286821722984314, 0.047151584178209305, 0.03416532650589943]",0.18996499478816986
The old car was _ dirt.,cheap,"['all', 'just', 'leaking', 'like', 'only']","[0.19203095138072968, 0.13703863322734833, 0.06735734641551971, 0.03696196898818016, 0.03381851688027382]",4.6245986595749855e-05
The fortune tellers' nails were _ eagle talons.,long,"['like', 'painted', 'called', 'black', 'in']","[0.8363457322120667, 0.008534252643585205, 0.007047503720968962, 0.005838722921907902, 0.00524933822453022]",0.003886221
The asphalt was a _ frying pan on that summer day.,hot,"['hot', 'giant', 'perfect', 'big', 'great']","[0.24843239784240723, 0.12178349494934082, 0.049538902938365936, 0.0360054150223732, 0.033644285053014755]",0.24843239784240723
Jason is a _ giraffe. He towers above the rest of his classmates.,tall,"['huge', 'big', 'giant', 'massive', 'handsome']","[0.10409720242023468, 0.04327840730547905, 0.03977446258068085, 0.032078616321086884, 0.03093050979077816]",0.010807113721966743
The tiger's teeth are _ razors.,sharp,"['like', 'sharp', 'straight', 'not', 'razor']","[0.5534861087799072, 0.1291528344154358, 0.05847921222448349, 0.009689991362392902, 0.008730053901672363]",0.1291528344154358
The Shokpa's sound is a _ lion's roar. ,loud,"['great', 'roaring', 'fierce', 'wild', 'hungry']","[0.11547494679689407, 0.08760558813810349, 0.06709667295217514, 0.04393857717514038, 0.026617303490638733]",0.004147331
The angry child  was a _ raoring elephant.,loud,"['white', 'young', 'huge', 'black', 'small']","[0.09297484159469604, 0.08130348473787308, 0.04464373737573624, 0.04048953205347061, 0.03757848963141441]",3.594892768887803e-05
His face was a _ beet.,red,"['red', 'pale', 'pink', 'bright', 'dull']","[0.20649147033691406, 0.0554107241332531, 0.04739977791905403, 0.039873674511909485, 0.026259055361151695]",0.20649147033691406
The clouds were _ sheep.,white,"['like', 'of', 'the', 'for', 'black']","[0.6284173727035522, 0.03699207305908203, 0.029042139649391174, 0.028196781873703003, 0.010347801260650158]",0.003663782
Mary's cheeks were a _ tomato when she forgot her lines during the school play.,red,"['red', 'pink', 'bright', 'purple', 'giant']","[0.3648533523082733, 0.07840175926685333, 0.06076570600271225, 0.03650898486375809, 0.02451433800160885]",0.3648533523082733
Aaron was thankful he had brought his flashlight along with him when he realized the night was _ coal.,black,"['burning', 'like', 'only', 'just', 'raining']","[0.2396417111158371, 0.08432327955961227, 0.0744321346282959, 0.05574927106499672, 0.04451519623398781]",0.026124649
"As you progress, your ankles become _ rocket boosters and your feet will act as mini-trampolines.",powerful,"['like', 'solid', 'liquid', 'miniature', 'as']","[0.3384193778038025, 0.07749030739068985, 0.05588482692837715, 0.031129073351621628, 0.014332590624690056]",0.0104638
His eyes are _ ocean.,blue ,"['an', 'the', 'like', 'pure', 'my']","[0.4214935302734375, 0.2785700261592865, 0.10542886704206467, 0.037521835416555405, 0.02036537602543831]",7.921157134660461e-07
You should not believe everything he says as he is a _ fox .,wise,"['sly', 'true', 'wild', 'white', 'desert']","[0.046303629875183105, 0.03054843470454216, 0.03004237450659275, 0.027930760756134987, 0.021558595821261406]",0.002462393
Mom was a _ kid on Christmas when she opened her new vacuum cleaner.,silly,"['little', 'good', 'big', 'happy', 'small']","[0.47296369075775146, 0.08758031576871872, 0.044655691832304, 0.019870836287736893, 0.017250273376703262]",0.002031977
